True Sentiment,Tweet ID,Tweet
negative,1.22262740728438E+018,"Awfully strange that after three days of arguments from the President's defense, not even an attempt to defend the… https://t.co/tuurkFvqou"
neutral,1.22412565909555E+018,Check out the brand-new character posters for Marvel Studios’ #BlackWidow. See the film in theaters May 1.… https://t.co/jhXMPWLOd2
neutral,1.23277457869217E+018,Not Available
negative,1.23632253218735E+018,Iranian official who took part in 1979 Iran hostage crisis dies of coronavirus https://t.co/UHlgwHClSc #FoxNews
positive,1.23702986832956E+018,Not Available
neutral,1.22227434063424E+018,The lunch tray scene in ‘Spider-Man’ (2002) was not CGI. The scene took Tobey Macguire 156 takes to get right and r… https://t.co/P2ya0VmsLn
neutral,1.2367065714529E+018,Want to know the death rate in Italy from this outbreak?  - 5%  A whopping 5% of people tested positive for the cor… https://t.co/EgNrY7OBAj
positive,1.22260491685172E+018,My reaction to the news  It Was All Worth It (??) https://t.co/IATPBfquxz
negative,1.22259554655841E+018,This is literally fake news. Anyone who bothers to read the letter can see that there is no threat. It’s just notic… https://t.co/p7gPg4i5MA
negative,1.23204885296391E+018,Not Available
positive,1.23527609433873E+018,"Dear friends. I am a bit confused and emotional, but it seems i have been saved. Please bear with me while I am pre… https://t.co/Sr84j2qYTB"
neutral,1.23953676712199E+018,‼️ Coronavirus: Man in Japan tests positive again after recovering from illness.  “Leading scientists also said the… https://t.co/xqKxYQcQHf
negative,1.23478755831319E+018,I feel so sorry for @republic TV reporters whom Arnab Goswami puts in such difficult situations. Still waiting for… https://t.co/8DUzr3GJXF
positive,1.23711730593642E+018,Thank you to all healthcare workers seeing patients with COVID and possible COVID.  I've seen almost no one thankin… https://t.co/rjZs893QnT
negative,1.23312490320702E+018,@tedcruz How exactly would a #dumbfuckingwall prevent an #airborne virus from being transmitted.  It.  Literally.  Is.  In.  The.  Air.
neutral,1.23430704929674E+018,I would have never predicted a virus would be the thing making remote work the new normal
positive,1.23604492071834E+018,Bat Scientists Urge Colony To Reduce Spread Of Coronavirus By Sneezing Into Wing https://t.co/4MSmvKQnJU https://t.co/91r6LCARPl
neutral,1.23593580461211E+018,"Today PM @BorisJohnson visited Mologic Lab, to meet with scientists developing a home testing device for coronaviru… https://t.co/QpWWtGeOzy"
neutral,1.23503289408891E+018,If the Ladies in purple Decides to wear Blue they are Searching For Love And Rebirth so that means they take your s… https://t.co/kSR6f1AjtF
negative,1.22358882077757E+018,Republican senators lament  “flawed process” and partisanship of Trump impeachment  But this moment isn’t about pro… https://t.co/dc1BNxoxTl
neutral,1.2324955235437E+018,I feel like if I asked Elizabeth Warren to do my taxes she would be like here’s an expense tracker. Email me your d… https://t.co/AMzNkm2Rre
positive,1.23399297314405E+018,"Zhong Jinxing, 32, a doctor in Guangxi has died from 'overwork' after 33 consecutive days in virus 'control and pre… https://t.co/CGSd08DUry"
negative,1.22221175721059E+018,"KELLY: ""I think if there are people that could contribute to this, either innocence or guilt ... I think they shoul… https://t.co/0HR1xs1iN9"
negative,1.22261078599156E+018,Air Canada to suspend all direct flights to Beijing and Shanghai effective tomorrow through end of February. Airlin… https://t.co/7TmxLABfuA
neutral,1.22437892217285E+018,"Disney's official announcement of the HAMILTON film, which will star the original Broadway cast. They tout a ""live… https://t.co/IRx94XxrpN"
neutral,1.22407411661488E+018,Middleton crossed up Booker 😷 https://t.co/8HOVCtMoWd
negative,1.23601060119489E+018,"Basically, this headline *could* read...  In the UK, only 0.00024% of the population have Coronavirus. (Circa 1 in… https://t.co/fu44UHqlAE"
negative,1.22229773491431E+018,"“If Jared Kushner can’t do it, it can’t be done,” Trump said. Turns out that it can’t be done if by “it” he meant r… https://t.co/8ycUFam6dF"
positive,1.23692468450091E+018,Stop is 22 years old today 🎂 Who could forget these iconic moves?!  https://t.co/AsaO2x5ANV https://t.co/gOKMULqP7Z
positive,1.22411611265005E+018,Hey Drew!  @DrewBrees and @A_Kamara6 show off New Orleans in the @NFL's #NFL100 commercial!   #Saints #SBLIV https://t.co/hgOo0BRDFN
neutral,1.22204142671369E+018,Breaking: the @NBA Hall of Fame committee will set aside the traditional election process and have selected @Lakers… https://t.co/BTpWWNmmJP
positive,1.23504776444825E+018,My parents are my hero because i love them so much they help me so much in my life I wanna thank my mom and my dad… https://t.co/ddYMVWyPsR
negative,1.23753611032402E+018,Not Available
neutral,1.23468085391085E+018,"If a person don’t converse with ur public tweets or on other people’s tweets, do u think it’s creepy when u get a D… https://t.co/ng2NG3nlDc"
positive,1.23249018400597E+018,"67 days without alcohol...  Don't feel the need for it, but I've found out some shit news just earlier that doesn't… https://t.co/4rxikQXNE4"
neutral,1.22324964955062E+018,"For years Republicans have defended voter suppression, extreme gerrymandering, lame duck coups stripping Democrats… https://t.co/bO8wloI4Pz"
positive,1.22417360668035E+018,Thanks for all the birthday wishes yesterday- We were having a big time with @brandicarlile and them at… https://t.co/urW3e5nem5
negative,1.22225493571211E+018,Right out of the Trump playbook: https://t.co/EzEDX1YkFr
positive,1.23745338846537E+018,🚨On My Block countdown 🚨 https://t.co/Pm3C8y0QM0
negative,1.23606585684243E+018,"Buried in the article: Out of 3000 passengers, only 46 were tested.  *Of them*, 21 were positive for coronavirus. https://t.co/LnpOPrz6Zj"
positive,1.23450080578233E+018,Not Available
neutral,1.23641231581528E+018,coronavirus hit italy hard because all the animated hand gestures fling the virus around
neutral,1.23333424635111E+018,Not Available
negative,1.22226586493176E+018,Trump’s Israel-Palestine “peace plan” is a con https://t.co/Qg8IkQnJwU
negative,1.23350683319891E+018,Iranian ppl are furious over the coverup of the regime's incompetence in dealing with #Coronavid19  They have distr… https://t.co/XTQFUmLonM
neutral,1.22333772001505E+018,"our beer league hockey team plays against “the phantoms” 4 times every season. as the name suggests, the phantoms a… https://t.co/OJVay6ybJY"
neutral,1.23719133876607E+018,Not Available
positive,1.23707573605543E+018,#RaiderNation   Should the #Raiders re-sign the imminent unrestricted free agent DE Dion Jordan?… https://t.co/9lEXHWT1Kk
neutral,1.22291348073241E+018,President Trump’s defense of his egregious misconduct amounts to “so what?” They want us to believe it’s okay to so… https://t.co/4bXLPXnX3A
negative,1.22317089171614E+018,Not Available
negative,1.23753699097682E+018,Not Available
positive,1.23923391079144E+018,Japanese elementary school students host a virtual graduation in Minecraft while schools are closed due to coronavi… https://t.co/QVImh98jTU
neutral,1.22337719015641E+018,"#IamEuropean having an EU Tribute evening as we appeoach this terrible deadline! French bread, Italian and Spanish… https://t.co/90WGPOXYOy"
positive,1.23426894050894E+018,Protest puppies https://t.co/9qdSrnBUcw
negative,1.23442549415559E+018,There's some Chinese social media posts basically announcing:  1. New railways and trains: 2. Most of the snow bein… https://t.co/NasZfVTRQ8
positive,1.23728052042732E+018,Thanks twatter for reminding me I'm old https://t.co/vQIKtvTUWE
neutral,1.22322522348441E+018,Lamar Alexander says Trump's guilt has been proven. Then he loses it: 1 Doesn't want witnesses to show how bad it i… https://t.co/y41LgWJSAQ
neutral,1.23656170153051E+018,Delhi CM: Delhi has 3 positive cases and 1 suspected case of corona virus. The 1st patient came in contact with 105… https://t.co/prYqJ51Gqv
positive,1.22443819900448E+018,Happy birthday you little McNugget https://t.co/aftPqDairU
negative,1.23643795515931E+018,Matt Gaetz made light of coronavirus by wearing a gas mask. Now one of his constituents has died. https://t.co/K95EJn96GK
negative,1.22254647518967E+018,"OMG! Poop Patrol chief arrested for alleged corruption 🤦‍♀️  Hmm... he had a $312million budget, yet streets are st… https://t.co/dVNoICYYoN"
negative,1.23382790279131E+018,Any chance that the announcement of Johnson’s nth offspring &amp; forthcoming royal wedding is timed to take floods/vir… https://t.co/pwYeXLWp4I
negative,1.23604286682638E+018,President Trump doesn't just reject economists' warnings that he needs to act to avert recession  he told me today… https://t.co/4sqYwhL801
positive,1.23518232478378E+018,Not Available
negative,1.22384286382741E+018,Those are not “gun rights activists.”  Those are white supremacist terrorists. https://t.co/LKd0Ea28Sk
negative,1.23596804795061E+018,"We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell… https://t.co/Bn7wHyMg2i"
positive,1.22260048920589E+018,"THOUSANDS in front of the US Capitol chanting, ""Hey, hey, ho, ho Donald Trump has GOT to GO!""  This is America.… https://t.co/zAcZ8Fy5rL"
positive,1.23694531962933E+018,I'm starting my #birdweek with the trusty old kingfisher a bird I sometimes get a bit numb to seeing so many by riv… https://t.co/BGjHJI0bSe
positive,1.22413818398793E+018,Not Available
negative,1.23716142851299E+018,"TV star Scott Cam has defended his $350,000 government ambassador position after it was revealed he had already poc… https://t.co/32gt5Athdp"
neutral,1.23727701214389E+018,"To keep Genghis Khan's burial a secret, over 2000 people who attended his funeral were killed. After his tomb was c… https://t.co/ioFbm5TwCe"
neutral,1.23503934968882E+018,Hearing that the LA Kings are talking to Will Ferrell about being their representative in the April draft lottery.… https://t.co/T4cfRQs4lg
positive,1.2342326126061E+018,Not Available
neutral,1.22322212004344E+018,Not Available
positive,1.23495277838179E+018,YOUNG &amp; ALIVE   MARCH 5th   i’m so excited for you to feel this one   Xx https://t.co/owGfOP2Ck7
negative,1.22228508629026E+018,Not Available
negative,1.23676029217405E+018,Reminder on #InternationalWomensDay israel shoots an innocent Palestinian 29yr-old woman multiple times… https://t.co/bcnj3yvK4x
negative,1.23599232543783E+018,The need for paid leave during Coronavirus quarantine is a big unresolved issue. Though the labor movement fought f… https://t.co/z0JpqO2rQH
negative,1.2222109818305E+018,Trump on Pompeo berating NPR reporter for asking about Ukraine: “That reporter couldn’t have done too good a job on… https://t.co/2ybe2wawbQ
positive,1.22398875817065E+018,Not Available
negative,1.22243103903912E+018,The so-called #PeacePlan is to the detriment of #Palestine and presented as an ultimatum depicts a setback in the c… https://t.co/SstflzD6zI
positive,1.23292501345774E+018,"❤️ JACK THE BABY GOOSE LOVES HIS ADOPTIVE ‘MOTHERS, BUT THE EARLY FLYING LESSONS ARE AMAZING TO WATCH.… https://t.co/nQygXyCZHk"
negative,1.23322843963063E+018,So let me get this straight: Trump admin officials greeted the Coronavirus evacuees from China at Travis AFB withou… https://t.co/mOzCNt26E7
negative,1.2236109171638E+018,The Republican Party in the age of Trump has worked out a complex division of labor: Republican elected officials:… https://t.co/51By92gTWm
negative,1.23821320250638E+018,"Dr. Fauci said the nation cannot process coronavirus tests as quickly, easily or in the same volume as other countr… https://t.co/gJatZR3NVi"
neutral,1.22230021439401E+018,Bernie’s record has escaped the close scrutiny other candidates have received.   But don’t believe for a minute tha… https://t.co/48nr2Tb1zE
neutral,1.22226660593925E+018,So now the President’s Chief of Staff AND his natl security advisor (one of the more conservative people I have eve… https://t.co/D4znMS5zpN
neutral,1.23522375283472E+018,😂🤣😂🤣 I wonder if he feels it was worth it to waste hundreds of millions on this vanity project only to have his bac… https://t.co/vimFRW9JCA
positive,1.23502073563207E+018,"Joe Biden’s victory has nothing to do with the establishment.   “This is why I love Nicole, tell the truth and sham… https://t.co/nbIamQsJMV"
neutral,1.22304074979466E+018,Not Available
positive,1.22257660016997E+018,"They didn't let Parnas in because of the ankle bracelet. But, but . . . it's reported he's gonna make news today an… https://t.co/Z9513pd6Do"
neutral,1.23659215299979E+018,Who knows this city better than their own?   #LosSantos #GTAOnline  #SecretShadowz https://t.co/DM0thoDoie
negative,1.23566609109296E+018,"If this is a negotiating tactic, it will fail. If a genuine policy, it's absurd. The Convention is a great British… https://t.co/GwxqKVhpNH"
negative,1.23190273820567E+018,"#qanda Stan Grant is right. This land was stolen, and our response to Corona virus shows we are still racist"
negative,1.2329782913946E+018,If the Corona virus removes a fair percentage of elderly UK residents before the end of 2020 (most of whom will hav… https://t.co/rlS5lZ5OkO
negative,1.22254138410143E+018,Internet footage where this #Chinese delivery staff proudly demonstrates how they steal from their own clients.  Du… https://t.co/vapbqfxJRN
neutral,1.23268696791502E+018,#Writers How do you go about finishing a novel?   Do you write the ending first? Do you have an outline? Or do you… https://t.co/1JJrTBqRlc
negative,1.22223652314126E+018,Sekulow speaks as though Trump is an innocent victim of law enforcement and congressional investigations. He is not… https://t.co/errHA0FpZF
neutral,1.23815869428792E+018,"Friends, if you've been #SocialDistancing (particularly isolating/quarantining), how are you making sure you stay c… https://t.co/VpgUExXKGF"
neutral,1.23285756795447E+018,Watch how his life was saved 👏 https://t.co/4g0BIGEfEs
positive,1.22410373879047E+018,"Whew, y'all Joaquin Phoenix went so far in on #baftasowhite he walked away without his award.  Also, the best part… https://t.co/E9z7CFAROz"
positive,1.23600388696143E+018,ok race is on for writing a corona v song I nominate myself https://t.co/JeC4BZTCbz
positive,1.23738540729514E+018,Not Available
positive,1.22412403224686E+018,🌹🏈🌹🏈🌹 26 years ago tonight I co-headlined the #Superbowl XXVII Half Time Show at the Georgia Dome in Atlanta!! https://t.co/Gqf77diADX
positive,1.22408107598884E+018,"WATCH THE OFFICIAL TRAILER FOR  : THE FALCON AND THE WINTER SOLDIER, RIGHT NOW !!!  SHARE THIS !! NOW!!   DISNEY YO… https://t.co/zdR6Z5GlOK"
positive,1.23254865505336E+018,a happy virus https://t.co/RH9u2sVVVp
negative,1.2235801621444E+018,How many more gunmen need to fire shots in the air before Hindutva is officially categorised as a terrorist ideology?
positive,1.23649058827652E+018,We call on government communication agencies to prioritize public health interests in the light of a possible coron… https://t.co/7VtMiJ0zrS
neutral,1.22175116555513E+018,Not Available
negative,1.22285884754879E+018,Not Available
negative,1.22224127780001E+018,"After listening to the Dems’ 20+ hours of argument and the rebuttal arguments from @realDonaldTrump, I’ve got lots… https://t.co/dCs0BIZevM"
positive,1.23747959919546E+018,I'm so ugly.  People are rallying around this 4-year-old Black girl after a video of her calling herself ugly wen… https://t.co/zW7Uctasla
positive,1.22253407301454E+018,Took in some @Stray_Kids for the afternoon. #Stay tuned to MTV News for something special 🖤👀 #StrayKids #스트레이키즈 https://t.co/nJlf7o6zyC
positive,1.22418248954492E+018,#LALISA (Teaser) A Documentary Film 🎥 03.27.2020   #LISA #BLACKPINK @ygofficialblink https://t.co/evOFHkGewb
neutral,1.23666168024076E+018,“Seize the day!” “Nah”
positive,1.23412062385882E+018,Watch: More clips from @CBSNews exclusive with President Trump’s choice to lead 17 intelligence agencies… https://t.co/dLtMtvRglw
negative,1.22242326604591E+018,Labour’s official report into worst electoral defeat for 80 years - written by Ian Lavery and Andrew Gwynne - has e… https://t.co/nsxnciAlWM
negative,1.22227108975528E+018,This is the CBS news truck getting towed from the Trump Rally. When you watch this clip what do you notice?… https://t.co/q1slGcOYQ1
positive,1.23473473793319E+018,Not Available
negative,1.22225745508794E+018,What Trump’s sycophants are doing to John Bolton proves again that in Trump’s Republican Party it doesn’t matter wh… https://t.co/VQdMB47hhI
negative,1.23642657008194E+018,"In Iran, horrific videos of #CoronaVirus are emerging. The situation is disastrous especially in the province of Gi… https://t.co/djBmggOXZt"
positive,1.22373434049799E+018,Not Available
positive,1.23466620017029E+018,I was hesitant on sharing my story but words can not express how happy I am. I feel like I officially closed a chap… https://t.co/R81dYgxMPV
neutral,1.23677310347841E+018,British Airways landing at NMIA last Wednesday. I was scared out of my wits. I thought the 777 broke in two. Hardes… https://t.co/LPC4R4yrJL
positive,1.23741764354991E+018,Not Available
negative,1.23637706802516E+018,Republican Congressman Matt Gaetz wore a gas mask on the floor of the House of Representatives to make fun of the c… https://t.co/PlNCktCFHm
neutral,1.23675980011909E+018,Not Available
positive,1.22407962694905E+018,These @ProjectLincoln ads are no joke! https://t.co/d8IErDcXtr
negative,1.23350506909986E+018,The President at a White House Black History event intros HHS Secy Alex Azar -- “and he's working very hard on a th… https://t.co/JWRMBiblrJ
negative,1.22337637840348E+018,JESUS FUCKING CHRIST. Local news right now. https://t.co/lJNOxrBKgO
positive,1.22411471832487E+018,Prepare for takeoff and watch the NEW #TopGun: Maverick “Big Game” spot starring @TomCruise – In theatres June 26. https://t.co/srK8jzT3pc
positive,1.2382769126711E+018,"Do your best to be especially kind to retail workers, from pharmacies to grocery stores and everything in between.… https://t.co/pBA40djEmj"
negative,1.23619925097701E+018,Horrified to learn some people are literally ripping hand gel from hospital walls and stealing it from patients’ be… https://t.co/06HTi7NLn6
neutral,1.23203243602165E+018,Not Available
neutral,1.22270119910065E+018,"I'm down to 5 cigarettes. I gotta get out of the place that I came to get out of a place.   Last election, I voted… https://t.co/xq9fqJAQpp"
positive,1.22359451928057E+018,"I’m protesting Criminal Trump and the Coverup GOP at 1pm today, Pearl Park, Minneapolis. Join me. Bring a sign. Bri… https://t.co/ONV6BWltdQ"
neutral,1.2375454179208E+018,BREAKING: The ACTU is calling on the Federal Government to urgently legislate for 2 weeks paid “special leave” for… https://t.co/gRukyc3Ge8
neutral,1.23415214661182E+018,Dear @VP Pence: You need to resign from your coronavirus position with your shameful defense of shameful comments.… https://t.co/ynnlKAuh4Q
neutral,1.2368992515207E+018,That moment when you block someone while they're still  typing https://t.co/OzoQxLo32i
negative,1.22263689663295E+018,"Fake news Ted Cruz, makes up something that can’t be made up. Lev Parnas’ attorneys attended the trial, while Lev j… https://t.co/hUrAkx0oVw"
neutral,1.22125960690053E+018,Saying “I don’t know the guy” only to find an 80-min tape of you yucking it up about taking out a career ambassador… https://t.co/5f6EOF1Uf5
negative,1.2233984612336E+018,"Good evening. Here is the news.   ""God save the Queen and Chelsea!""  ""ENGLAAAAAAAND!""  ""God save the Queen, fuck th… https://t.co/YSy6HhxErZ"
positive,1.23413020214749E+018,10 PM for inter fan you can watch EP17 on LINETV Links UWMA EP17 บน LINETV UWMA EP17 links for inter fans  1/5… https://t.co/WlLR3iT2SS
neutral,1.22115986077723E+018,Disability services notified last week of a €20million cut to their budget with immediate effect. Meanwhile 18 reti… https://t.co/dfQvUueht3
neutral,1.23374261567532E+018,Better then anyone that’s played the game in this country ..absolutely had it all ..so many people talk about KDB b… https://t.co/GZOq6LXAKe
negative,1.23454110315783E+018,Very revealing to hear @BorisJohnson and then @NicolaSturgeon addressing the Coronavirus issue. She sounds concerne… https://t.co/n5ROFftNtk
positive,1.23666602799757E+018,🎨 Renjun's Birthday Giveaway 🎨  🛍Rules : 🛍Follow me 🛍RT this tweet 🛍Fav (like) this tweet 🛍Drop some Renjun pics  🛍… https://t.co/BHs6zdG2Za
negative,1.2233538343969E+018,Not Available
positive,1.2350262028652E+018,Not Available
positive,1.23340948230004E+018,Not Available
positive,1.23494316629548E+018,I’m delighted to have accepted a permanent job with @NHSDigital #nhscomms team.   It means I won’t return to… https://t.co/xGy8ONUylx
positive,1.23344300152086E+018,"Thank you for all the support!! Love Island has been the best experience of my life, I’ve made best friends and met… https://t.co/R9SEsXKyFk"
negative,1.23845665810953E+018,"As a unified nation, we can address this virus effectively and aggressively. https://t.co/vU4uxUqEPX"
positive,1.2364917465419E+018,Not Available
negative,1.23634768153197E+018,"“Public health officials are warning that no one knows how deeply the virus will spread, in part because the federa… https://t.co/c6cEgWK6o0"
positive,1.22398948007756E+018,Not Available
neutral,1.23412676919365E+018,"Conversation that I'm sick to death of having:  ""This isn't how math was taught when I grew up.""  And how do you fe… https://t.co/N4ZmysO2go"
positive,1.23605015604021E+018,We do it for the fans! 🏟🍻🎉 We can’t believe #BoysInTheBand has been out for over a year already!! Time flies!… https://t.co/9sUNLGJ4F7
neutral,1.2236564844893E+018,The Black experience shapes the American experience. I join millions across our country celebrating the many accomp… https://t.co/QtdE8NWmYF
negative,1.2345391834206E+018,"i feel like musicians should be releasing at least five albums a day. record a 45-minute album, take a break, have… https://t.co/7A11ROgbLB"
negative,1.23746325507915E+018,He initially claimed he accidentally sat on her (via @toofab) https://t.co/3t4Ky9ll1U
neutral,1.2345572265781E+018,The advice to wash your hands with soap for 30+ seconds in warm water is because the virus has a fatty coating. Soa… https://t.co/fvt4THYmMz
neutral,1.23218252744124E+018,Not Available
neutral,1.23635095498068E+018,BREAKING UPDATE | Cuomo declared a state of emergency after revealing the number of infected people in New York has… https://t.co/uoML2taTt6
negative,1.2235734063623E+018,"“Rarely, if ever, has a political blood oath—in this case, a pledge to acquit a crooked President regardless of the… https://t.co/4oyOTAoyQm"
neutral,1.23478549870457E+018,"I don't know what I expected. The only people awake right now are perverts, insomniacs and the british."
negative,1.23454215729119E+018,VIRUS STIMULUS? Warren Calls for $400 BILLION Package to Fight Coronavirus Economic Fallout https://t.co/oFeK59xW7u
positive,1.23287962531704E+018,SO PROUD OF MY SON !   Please watch the video and then click the link.   https://t.co/adrAKj2QKf   @LLSNewJersey… https://t.co/AIBfu2ejZm
positive,1.22419858432266E+018,Not Available
negative,1.23308017389069E+018,"Dems are playing directly into administration's hands on #COVID19US. By Nov election, threat of the virus will sure… https://t.co/TgZfu0wnv6"
positive,1.22302697517193E+018,Breaking news:  Arvind Krishna elected as IBM Chief Executive Officer Jim Whitehurst elected IBM President Ginni Ro… https://t.co/XZ4AdWwbRX
positive,1.22405395410072E+018,Already missing London’s gorgeous weather 🌨🌫🌪 #pressday 🌺 I cannot wait to be back when “Smoke &amp; Mirrors” tours UK… https://t.co/sUxtyg7pW7
neutral,1.22211283493242E+018,"NEW early-state tracking (IA, NH, NV &amp; SC):  Biden: 26% (-3) Sanders: 20% (-2) Steyer: 17% (+3) Warren: 11% Buttigi… https://t.co/Io15qMyNZL"
positive,1.22416837075867E+018,"Hello Tweeps  Today Is My Birthday 🎂 Please Bless Me With Likes,  Retweets ,Good Messages And Many More Followers.… https://t.co/NQJdjlwFMm"
neutral,1.2351581914257E+018,Tory MP wants workers FORCED to work more than 48 hours a week to solve Brexit worker shortage https://t.co/chp1y6eyVo
neutral,1.23826834101953E+018,Secret killings. Cover-ups. Explosive new allegations of war crimes by Australian special forces in Afghanistan. Mo… https://t.co/efQhVNAOcy
neutral,1.2236086970894E+018,Not Available
positive,1.23607517406944E+018,"Analysis results of 25,000+ lab-confirmed COVID-19 cases in Wuhan till Feb 18: epidemiological characteristics and… https://t.co/8IT6jEVThP"
positive,1.23704977723542E+018,Smashing! Dads just got the clean bed sheets out the tumble dryer. They’re so warm and smell so good that I’m going… https://t.co/ePNUqRmcoa
positive,1.22307674732893E+018,"I won’t lie—the unrelenting hate coming at us from the Left &amp; their faithful lapdogs, fake news, can be wearing.  B… https://t.co/zDUcsrhKsD"
negative,1.23659368569071E+018,A new poll published today reveals a Labour party gripped by extremism and out of touch with British mainstream val… https://t.co/HzCf8wym87
negative,1.23787277554656E+018,Democrats just put forward legislation to immediately guarantee workers paid sick leave.  Republicans blocked it.… https://t.co/qLoDk3xPJR
negative,1.22412792282032E+018,Not Available
positive,1.23708822345478E+018,"It has been almost two weeks since 22-year-old Jasmine 'Maya' Deen, who is visually impaired, has been home. The in… https://t.co/gzqyzYsOde"
neutral,1.23639890217949E+018,"Why are people stockpiling toilet rolls &amp; pasta? Paracetamol &amp; tissues I could understand, but unless people are co… https://t.co/43pZHqNjCL"
neutral,1.23621911309521E+018,Not even 9:30 and I'm having to tell people they can't wank away coronavirus how's your Saturday going? https://t.co/kMxhDczCW5
positive,1.23328078443528E+018,#Oliverscampaign I have been nominated for @ndawards I feel awkward asking people to vote for me  its  embarrassing… https://t.co/qwuH36Ixdk
negative,1.23934784602276E+018,And now the Winnipeg Jets have joined the Edmonton Oilers and Calgary Flames and will all look after part time aren… https://t.co/680B8XTSQh
negative,1.2356333137313E+018,The Muslim Council of Britain renews its call for an independent inquiry into accusations of Islamophobia in the Co… https://t.co/tRlDkBYmsp
negative,1.22216451308185E+018,Chris Hayes getting butthurt because Jonathan Chait wrote a piece arguing that Bernie would be a disaster in the ge… https://t.co/PGV6ZP0sQb
neutral,1.23357515385602E+018,This gets funnier every time I watch it https://t.co/6VwBYwms1B
positive,1.2238647101871E+018,Happy Birthday to Sir David Jason who is 80 today! https://t.co/MqPosV7V4q
neutral,1.22258980169999E+018,We're living in very worrying times if you can get the sack for quoting Shakespeare? The victim is taking offence a… https://t.co/lCVwSoa2Xs
neutral,1.22413981334913E+018,Not Available
positive,1.23468836038552E+018,I feel like I’m at the point in my career when Selena Gomez just finished her contract with Disney and decided to d… https://t.co/yXAYT1MqwK
neutral,1.23538060634464E+018,What will happen to workers in casual or service roles who have to self isolate but cannot access sick leave or wor… https://t.co/B7wY5dBhoY
neutral,1.23706975389579E+018,Great news that the US has lifted its ban on British beef 🥩. This will create an estimated £66m worth of opportunit… https://t.co/LmJtAqUpGA
negative,1.22263055784842E+018,Taron Egerton and Scarlett Johansson are in talks to star in ‘Little Shop Of Horrors’ remake. https://t.co/vL60gghi0z
positive,1.23508003572526E+018,life sometimes feels suffocating
positive,1.23525217536369E+018,"Feel that? It’s called HOPE! Because for the first time in over three years decency, dignity, and a Democrat won th… https://t.co/cT7lKcLyLR"
neutral,1.23458303411388E+018,"flashing to one of 30 possible scenarios, an out of control corona virus pandemic during a Joe Biden presidency, and levitating"
neutral,1.22249160978015E+018,"@Andrew_Adonis There’s a clear majority for Remain, and the number that voted for leave supporting parties in the l… https://t.co/os7UHe8tf8"
negative,1.23651250611968E+018,"My speaking tour in Rome, Perugia, Spain and Hongkong stands cancelled due to the Corona virus concerns. The US tou… https://t.co/Z19xO7FdQE"
positive,1.22263804586781E+018,"I've been watching the news and you know what?  I'm sick of McConnell's B.S.  If you are too, join the team to brin… https://t.co/TgEhghVCe1"
neutral,1.22345466715959E+018,Not Available
neutral,1.23630685160149E+018,Not Available
negative,1.23720528614808E+018,"AP: ""All of Trump's properties, at home and abroad, would stand to suffer if travel and tourism business continues… https://t.co/S1ctTGyOmY"
positive,1.22227817574648E+018,"Mitch McConnell does not represent Kentucky. You know it, I know it, he knows it.  Our first fundraising deadline o… https://t.co/z1oCpIAjmY"
negative,1.22327502896966E+018,Scientists say figuring out the connection between climate change and the spread of disease is the only way to deve… https://t.co/Y9Yg28Re4i
neutral,1.23597049055409E+018,"NEW - from @alexismadrigal and me  After gathering data from all 50 states, and surveying dozens of local officials… https://t.co/pTByfzRQLv"
positive,1.23792120780841E+018,"ESPN just interviewed Mark Cuban who, unprovoked, said that he'll work to get a program going for the team/arena's… https://t.co/5JbED2foAG"
neutral,1.23613625167105E+018,coronavirus made flights so cheap y’all can finally afford to hang out with your internet boyfriend
negative,1.23646429859308E+018,Pres. Trump:  This is your #DailyLie. It's simply not true that your admin has helped make tests available to every… https://t.co/c2wGWuZPVr
negative,1.22223125104793E+018,"Trump is using/abusing the impeachment trial to attack Biden, Muller, the FBI, Comey, Lisa Page, Nellie Orr, and on… https://t.co/FOjT1Jquhz"
positive,1.23627868419102E+018,Time for some more Top Brexiter Insults! They really are comic geniuses...  1) I hope coronavirus wipes out your ki… https://t.co/LezjBXXXHL
negative,1.22263119277797E+018,"Sajid Javid before election: ""No department will be cut next year. Every single department has had its budget for d… https://t.co/1Ti8NLnS1i"
neutral,1.22357787506593E+018,Not Available
neutral,1.237486129169E+018,Aye yo .@JoeBiden.....   You come try to take my guns...  I’ll fuck ya old ass up bro. 😂😂😂   #RumbleMeDickhead
negative,1.22229116842096E+018,New: McConnell Says GOP Doesn’t Have Votes to Block Impeachment Witnesses  Senate majority leader makes remarks in… https://t.co/fxNVyJQ05p
neutral,1.23455478148777E+018,"I understand why nominating Bernie feels risky to people, I would simply like the idea that nominating Biden is als… https://t.co/bJo9z1Nwyr"
negative,1.2236854590685E+018,If America knew Trump traded the continuation of his licensing deal at Trump Towers Istanbul for a retreat of U.S.… https://t.co/LkpyIOMOum
neutral,1.23739910535956E+018,Congress' swift action to pass $8.3 billion emergency legislation was critical to our nation's response to… https://t.co/QVZzJ0Or4z
positive,1.23746976871573E+018,"Devastated. Coronavirus has led to the Greek Government closing all venues that hold 1000+ people. As a result,… https://t.co/NFOLY5O0nO"
neutral,1.236423056245E+018,Extraordinary times. Italy's draft emergency Coronavirus law to ban entry and exit to whole of Lombardy region - ca… https://t.co/Wk6kwADLrV
neutral,1.23203929230796E+018,Not Available
